university_name,teaching,international,research,citations,income,total_score,num_students,student_staff_ratio,international_students,year
Tel Aviv University,43.5,46.1,51.1,45.5,42.6,46.6,"23,977",24.4,4,2015
University of Ottawa,37.9,63.2,34.7,62.9,45.9,46.6,"36,733",26.3,15,2015
University at Buffalo,40.1,57,39.8,57.5,39.6,46.5,"25,668",19,19,2015
City University of Hong Kong,31,71.3,32.9,68.6,49.8,46.3,"10,015",7.1,28,2015
Fudan University,45.6,37.4,34,61,49.4,46.2,"32,175",12.2,11,2015
Iowa State University,36.4,40.6,30.9,72,54.4,46.2,"29,991",17.4,11,2015
University of Bonn,32.2,54.8,22.2,83.8,-,46.1,"32,474",70.4,13,2015
Lomonosov Moscow State University,55.9,60.4,42.1,33.8,78.5,46,"30,822",7.7,20,2015
"St George‰Ûªs, University of London",23.1,55.8,27.3,86.4,32.4,46,"2,958",13.4,17,2015
University of East Anglia,25.2,76.5,22.6,83.7,29.2,45.9,"14,992",14.7,28,2015
University of Leicester,29.8,83.9,31.6,67.1,34.8,45.7,"14,541",13.4,35,2015
Florida Institute of Technology,19.7,63,13.1,99.2,53.7,45.6,"4,408",13.7,26,2015
George Washington University,44.6,39.9,25.1,70,29.3,45.6,"20,541",12,16,2015
Bilkent University,28,44.6,27.7,76,46.4,-,,,0,2015
Cardiff University,30.5,69.3,30.4,69.3,34.8,-,"23,347",13.1,23,2015
Goethe University Frankfurt,28.1,55.6,22.4,78.8,38.8,-,"31,861",9.3,15,2015
Hebrew University of Jerusalem,41.5,53.3,36.3,57.2,31.5,-,"17,612",10.7,5,2015
Hong Kong Polytechnic University,33.7,69.9,36.5,56.5,42.6,-,"22,064",25.9,26,2015
Korea University,48.9,35.9,44.3,39.9,98.5,-,"24,043",15.8,14,2015
Newcastle University,30.3,73.8,29.6,70.3,35,-,"20,174",15.2,29,2015
Technion Israel Institute of Technology,36.9,60.6,37.5,52,36.5,-,"13,855",19.4,4,2015
Ulm University,35,54.1,22,73,56.7,-,"9,187",11.2,10,2015
University of Barcelona,28.4,47.8,28.8,79.7,31,-,"47,491",12.2,10,2015
University of Bergen,29.5,65.3,27.9,68.5,34.2,-,"11,623",11.1,12,2015
University of Dundee,24.4,64.5,22.5,84.4,47.7,-,"11,628",15.3,25,2015
University of Illinois at Chicago,43,53.4,34.1,55.1,40.7,-,"24,313",9.2,17,2015
University of Innsbruck,23.9,93.4,17.1,77,42,-,"18,209",16.9,39,2015
University of Reading,32.8,75,34,58.1,34.9,-,"12,050",14.8,28,2015
University of Science and Technology of China,36.9,26.3,27.3,73.6,71.6,-,"14,290",7.9,2,2015
University of Strasbourg,28.6,69.5,23.4,74,32,-,"46,208",17.8,21,2015
University of SÌ£o Paulo,51.6,25.3,51.6,32.3,40.1,-,"81,402",14.6,4,2015
University of Texas at Dallas,26,55.4,28.2,77.8,41.6,-,"16,306",22.8,23,2015
University of Trieste,28.7,50.7,16,88.1,33.3,-,"18,135",25.8,9,2015
University of Twente,32.3,67.2,45.3,49.4,89.2,-,"6,631",12,26,2015
UniversitÌ© Libre de Bruxelles,26.7,79.4,36.2,64.4,50.7,-,"23,819",26.1,32,2015
Wake Forest University,33.3,26,23.5,81.3,38.2,-,"7,326",4.6,5,2015
William & Mary,36.8,26.5,19.9,78.7,30,-,"7,867",11.8,7,2015
Yonsei University,44.5,35.7,45.8,44.3,69.7,-,"24,774",11.6,14,2015
Autonomous University of Barcelona,30.4,46.4,29.2,67,34.6,-,"30,538",12.3,10,2015
"Birkbeck, University of London",28.3,84.4,29.3,60.4,28.7,-,"9,454",17.2,38,2015
Brunel University London,22.1,88.8,21.4,75.3,31.9,-,"12,613",17.6,38,2015
Carleton University,24.3,61.1,24.5,76.9,30.7,-,"25,036",29.8,18,2015
Dalhousie University,33.6,71.6,30,54.4,68.9,-,"15,064",14.4,18,2015
Laval University,35.8,55.7,29.9,58.1,62.7,-,"27,227",16.2,12,2015
Mines ParisTech,39.6,58.7,23.2,55.1,99,-,"1,283",5.6,22,2015
Nagoya University,37.5,31.8,31.8,59.9,86.3,-,"15,529",7.9,10,2015
Rensselaer Polytechnic Institute,30.9,42.8,26.2,67.8,49.9,-,"6,671",15,16,2015
Simon Fraser University,24.6,61.4,29.3,67.6,41.8,-,"26,640",28.3,19,2015
State University of New York Albany,25.7,39.6,35,68.9,-,-,"15,387",18.5,8,2015
Technical University of Berlin,42.2,70.4,32.3,47,63.4,-,,,0,2015
Tokyo Metropolitan University,19.6,39.5,9.8,100,31,-,"9,303",9.9,4,2015
University College Dublin,31.7,79.4,28.1,61.7,33.8,-,"22,193",24.5,23,2015
University of Calgary,34.4,63.1,30.5,59.4,41.5,-,"28,341",16.5,17,2015
University of Gothenburg,24.1,46.8,38.2,64.4,37,-,"26,420",16.4,12,2015
University of Kiel,31.1,44.2,24.3,70.8,42,-,"24,444",23.8,8,2015
University of Konstanz,30.5,57,33.4,59.4,52.5,-,"10,930",59.1,12,2015
University of Milan-Bicocca,27.1,40.6,23,76.6,45,-,"33,370",72.5,5,2015
University of Technology Sydney,27.8,86.9,32.5,58.7,40.1,-,"24,519",44.1,31,2015
University of Western Ontario,38.3,63.7,35.7,47,50.7,-,"27,387",20.7,16,2015
University of WÌ_rzburg,28.6,50.2,17.3,81.4,30,-,"26,576",38.4,8,2015
Vienna University of Technology,43.3,75.9,32.4,41.7,64.1,-,"26,419",52,27,2015
York University,27.5,59.7,35.3,62.9,34.1,-,"48,007",39.4,9,2015
Aalto University,31.8,59.4,31.3,50.2,64.5,-,"16,099",24.2,17,2015
Federico Santa MarÌ_a Technical University,13,48.7,10.1,99.7,28.1,-,"11,718",34,2,2015
Medical University of Vienna,28.6,73.1,17,71.1,33.7,-,"7,426",2.9,28,2015
Nanjing University,34.6,50.2,23.3,59.6,51.7,-,"29,743",13.3,10,2015
National Tsing Hua University,39.4,24.8,40.3,49.1,49.4,-,"10,221",13.5,5,2015
"National University of Ireland, Galway",26.7,71.7,24.8,62.8,43.1,-,"14,067",26.8,14,2015
Queen‰Ûªs University,37.3,55.4,33.4,48.2,59,-,"20,488",22.1,10,2015
Queen‰Ûªs University Belfast,30.1,88.6,25.1,52.2,43.7,-,"17,940",17.9,30,2015
Swedish University of Agricultural Sciences,27.9,49.6,25.2,59.9,99.8,-,"3,879",4.6,0,2015
Technical University of Darmstadt,36.9,59.6,33.7,42,88.9,-,"20,300",53.6,18,2015
University of Bremen,33.9,53,27.6,55.7,46.3,-,"18,590",25.6,11,2015
University of Hawai‰Ûªi at M€Ånoa,35.1,59.4,30.7,51.5,38.3,-,,,0,2015
University of Iceland,14.9,59.1,24.7,74.8,64,-,"13,960",25.9,8,2015
University of MÌ_nster,30.6,48.2,18.1,73,38.2,-,"39,838",46.1,8,2015
University of New Mexico,29.6,32.2,23.4,73.1,44.5,-,,,0,2015
University of Newcastle,26.5,70.6,29.9,57.5,75.6,-,"23,508",21.9,18,2015
University of Otago,27.1,81.5,27.7,57.6,31.9,-,"18,600",20.3,21,2015
University of Pavia,26.3,43.5,19.2,75.6,64.4,-,"22,958",40.6,6,2015
University of Salento,32.3,40.3,25.6,64.5,38.4,-,"19,959",58.4,1,2015
University of South Florida,27.7,41,37.9,55.1,99.8,-,"31,424",21.5,10,2015
"University of the Andes, Colombia",17.3,54.6,12.1,89.8,36.5,-,"15,773",16.9,2,2015
University of the Witwatersrand,22.3,66.3,21.7,67.3,94.8,-,"23,321",18.6,9,2015
University of Trento,26.8,57.3,20.3,70.3,46,-,"16,841",43.2,8,2015
University of Turin,29.4,39.3,20.3,72.5,40.8,-,"67,552",66,6,2015
University of Waterloo,30.9,63.1,40.4,47,41.7,-,"30,726",24.2,14,2015
Chalmers University of Technology,35.7,62.5,32.8,40.8,75.8,-,"8,605",11.6,15,2015
Colorado State University,27.6,30.4,31.3,59.9,38.8,-,"26,769",19,5,2015
Indian Institute of Science,32.6,18.2,39.5,51.6,37.9,-,"3,318",8.2,1,2015
Lappeenranta University of Technology,25.2,59.1,25.5,59.9,73.8,-,"3,486",23.9,19,2015
Montpellier University,23.7,56.6,22.5,67.4,33.6,-,"36,731",18.4,14,2015
National Chiao Tung University,35,30.7,40.7,40.4,98.2,-,"12,646",16.6,5,2015
Norwegian University of Science and Technology,33.5,54.7,29.6,49.6,45,-,"17,381",13.9,9,2015
Panjab University,23.7,29.2,10.5,84.4,28.3,-,"16,691",23.9,1,2015
Plymouth University,18.4,51.3,18.1,80.5,28.8,-,"24,121",25.9,13,2015
Queensland University of Technology,29.9,69.8,36,42.9,71.9,-,"33,391",35.8,17,2015
Shanghai Jiao Tong University,37.9,23.9,37.9,38.9,88.4,-,"38,191",12.8,6,2015
Stellenbosch University,30,47.8,31.2,45.6,94.7,-,"21,849",23,8,2015
Tilburg University,33,62.2,45.1,34.9,55.1,-,"7,576",22.4,10,2015
Tokyo Medical and Dental University (TMDU),42.7,21.8,22.9,51.1,56.9,-,"2,872",3.3,7,2015
University College Cork,26.7,70.8,22.2,56.9,45.9,-,"15,805",22.3,15,2015
University of Bologna,31,43.1,23.2,64.5,34.9,-,"85,532",22.9,7,2015
University of Cincinnati,32,26,22.4,67.8,35.6,-,"36,108",15.7,6,2015
University of Erlangen-Nuremberg,28.4,49,15.3,68.7,46.8,-,"36,146",53.9,9,2015
University of Fribourg,29.2,84.4,19.7,58.6,48.2,-,"10,416",46.9,19,2015
University of Georgia,39.7,35.3,28.9,46.6,31.1,-,"33,119",19.9,7,2015
University of Macau,17.1,73.3,20.3,68.1,33.6,-,"8,521",14.9,31,2015
University of Milan,25.3,37.4,22.9,66.9,40.1,-,"58,618",24.3,5,2015
University of Nebraska-Lincoln,31,47.8,24.4,57.5,35,-,"21,789",16.4,9,2015
University of South Australia,25.7,80.8,24,52.7,83.9,-,"18,971",26.2,32,2015
University of South Carolina,34.5,37.3,27.5,55.1,31.8,-,"29,336",16.3,1,2015
University of Wollongong,25.2,80.4,27.8,55.1,44.7,-,"16,489",25.4,24,2015
Victoria University of Wellington,21.6,84.2,28.5,53.8,49.7,-,"17,142",21.1,21,2015
Virginia Polytechnic Institute and State University,40.1,28.9,40,40.7,42.6,-,"30,850",18.6,10,2015
Autonomous University of Madrid,28.6,48.8,19.3,59.7,32.2,-,"28,296",13,15,2015
Bangor University,22.4,73.1,23,55.8,31.1,-,"9,567",19.5,22,2015
Charles Darwin University,20.3,45.5,17.8,64.5,32.7,-,"5,570",25.4,15,2015
Charles University in Prague,31.5,53.9,24.3,50.1,29.4,-,"51,438",13,15,2015
Creighton University,40.7,29.1,10.4,63.3,32.4,-,"7,086",8.3,2,2015
Deakin University,20.1,71.8,20.6,57.5,30.6,-,"32,713",30.4,17,2015
Drexel University,31.8,42.2,14.3,57.5,34.6,-,"20,713",10.8,18,2015
Hong Kong Baptist University,21.2,62.3,13.2,70.8,29.1,-,"10,441",11,25,2015
Illinois Institute of Technology,40.2,59.4,17.3,50.3,-,-,,,0,2015
Kansas State University,27,41.5,16.5,61,39.2,-,"21,379",15.1,10,2015
KoÌ_ University,21.6,49.8,24.4,58.5,50.6,-,"4,488",14.6,8,2015
Macquarie University,24,89.2,24.8,50.2,36.2,-,"27,930",20,44,2015
Novosibirsk State University,24.6,43.8,17.2,70.5,33.4,-,"7,131",7.1,13,2015
Oregon State University,27.8,36.7,21.1,63.3,32,-,"22,578",16.8,9,2015
Polytechnic University of Milan,27.6,42.9,26.6,55.8,67.8,-,"30,025",22.2,12,2015
Renmin University of China,34.9,44.4,14.7,59.6,42.8,-,"24,954",12.7,6,2015
San Diego State University,19.7,26.9,24.8,65.6,29.2,-,"27,420",31.7,5,2015
Sapienza University of Rome,32.3,37.5,28.1,50.7,34.2,-,"120,986",32.3,7,2015
Sharif University of Technology,28.7,19.4,34.7,50.4,86.2,-,"10,977",18.7,0,2015
State University of Campinas,43.4,20.7,38.8,28,44.5,-,"27,095",15.3,3,2015
Sun Yat-sen University,32.5,37,25.2,54.1,58.9,-,"51,351",16.6,8,2015
Tulane University,40.7,29.7,20.7,53.9,-,-,"11,381",8.4,8,2015
University of Bath,29.2,76.1,25.1,47.5,36.7,-,"12,830",18.8,30,2015
University of Canterbury,21.1,88.2,23.4,53.8,49.5,-,"12,187",16.5,20,2015
University of Cologne,25.6,52.1,18.4,65.3,28.8,-,"43,280",43.4,11,2015
University of Connecticut,37.6,38.8,27.1,45.4,31.1,-,"25,742",13,11,2015
University of Crete,19,47,16.8,67,36,-,"14,650",26.9,5,2015
University of Duisburg-Essen,21.9,49.2,13.7,64.1,44.2,-,"36,051",46.6,11,2015
University of Essex,31.6,86.7,29,39.3,29.1,-,"12,695",19.8,39,2015
University of Houston,39.3,33.1,25.8,44.2,43.2,-,"40,325",43.7,9,2015
University of JyvÌ_skylÌ_,27.6,47.2,24,50.2,-,-,"9,703",15.2,5,2015
University of Kansas,30.6,32.2,20.1,62.2,36.2,-,,,0,2015
University of Manitoba,31.6,43.4,29.4,48.2,43.5,-,"28,576",27.8,11,2015
University of Marrakech Cadi Ayyad,16.3,45.1,6.5,83,28.6,-,"56,060",38.7,1,2015
University of Montana,29.1,20.7,13.7,75,34.4,-,"12,470",15.2,3,2015
University of Nebraska Medical Center,36.4,34.8,16.5,51.5,34.5,-,"2,857",2.6,8,2015
University of Oklahoma,32.6,30,15.7,57.5,34.5,-,,,0,2015
University of Padua,20.7,40.4,18.2,68,32.9,-,"62,577",18.3,4,2015
University of Pisa,22.4,36.7,18.8,69.2,37.7,-,"47,247",18,4,2015
University of Southern Denmark,19.5,67.1,20.5,61.2,72.6,-,"22,210",12.7,16,2015
University of Stirling,21.5,66.9,25.1,49.9,30.7,-,"7,828",15.9,22,2015
University of Stuttgart,30.6,59.3,17.3,56.9,48.2,-,"24,099",45.4,20,2015
University of Tampere,22.9,45.6,22.2,58.7,42.5,-,"10,045",9.5,4,2015
University of Tsukuba,33.4,36.1,21.6,51.1,36.9,-,"15,930",12.6,16,2015
University of Valencia,17.9,43.7,12,72.7,30.8,-,"58,413",15.4,9,2015
University of Warsaw,20.8,41.6,13.6,70,28.5,-,"49,292",14.1,7,2015
Wayne State University,32,30.7,15.2,61,-,-,"23,065",10.7,7,2015
Zhejiang University,36,21.5,33.1,40.2,88.6,-,"47,508",15.9,5,2015
Aalborg University,23.8,65.8,28.5,39.9,43.9,-,"17,422",15.9,15,2015
Aberystwyth University,20.7,66.5,20.6,52.2,33,-,"9,252",19.2,18,2015
Aston University,19.4,79.7,21.6,45.1,35.7,-,,,0,2015
Bayreuth University,21.3,53.9,12.9,61.8,34.8,-,"12,520",35.5,8,2015
Bielefeld University,27.5,48.6,19.1,52,37.4,-,"21,428",67.8,8,2015
Claude Bernard University Lyon 1,19.1,52.1,17.2,62.6,33.6,-,"35,308",16.1,11,2015
Curtin University,20.1,91.3,17.1,45.3,36.1,-,"30,333",17.1,38,2015
Ewha Womans University,23.5,36,18,57.6,61.3,-,"17,625",14.4,6,2015
George Mason University,26.3,35.8,20.3,53.9,28.7,-,"26,622",17,7,2015
Hanyang University,31.5,48.4,32.3,29,88.7,-,"16,729",10.4,19,2015
Hokkaido University,38.4,25.2,27.5,32.2,43.4,-,"18,162",8.2,9,2015
Indian Institute of Technology Bombay,34.2,19.5,24.6,43.5,49.7,-,"8,327",14.9,1,2015
Indian Institute of Technology Roorkee,25.2,16.6,14.3,62.6,69,-,"8,061",18.7,1,2015
Isfahan University of Technology,20.7,20,27.3,48.9,84.1,-,"10,964",26.5,1,2015
King Mongkut‰Ûªs University of Technology Thonburi,16.7,22.5,10,75,56.5,-,"17,791",23.7,1,2015
Kyushu University,36.5,26.1,28.5,33.6,68.7,-,"18,925",6.7,8,2015
Lehigh University,25.4,34.5,16.6,56.3,39.2,-,"6,300",11.3,15,2015
LinkÌ_ping University,20.2,50.9,27.6,51.5,-,-,"17,866",7.7,10,2015
Murdoch University,21.2,85.3,17.8,46.5,40.5,-,"16,606",32.8,43,2015
National Cheng Kung University,31.8,26.7,40.1,28.4,100,-,"21,234",14.4,11,2015
National Sun Yat-Sen University,26.4,24.2,32.9,39,47,-,"9,336",19.6,4,2015
National Taiwan University of Science and Technology (Taiwan Tech),27.7,26.7,42.6,30.9,82,-,"7,446",17.4,11,2015
Royal College of Surgeons in Ireland,24.7,82.6,18.9,43.5,28.4,-,"2,473",15.6,63,2015
Ruhr University Bochum,31.5,53.6,22.5,42,47.4,-,"38,675",46.3,13,2015
Swinburne University of Technology,20.2,86.9,16.3,50.2,38.8,-,"20,314",36.5,33,2015
UiT The Arctic University of Norway,20.7,60,16.9,53.2,38.8,-,"10,398",12.2,10,2015
UmeÌ´ University,21.2,50.3,25.7,52.7,31.3,-,"16,667",11.9,7,2015
University of Bari Aldo Moro,29.1,38.1,18.1,52,35.2,-,"51,560",65.1,2,2015
University of Eastern Finland,24.3,44.1,21.6,53.8,32.8,-,"10,798",17.3,6,2015
University of Ferrara,19.5,42.1,15.2,64.5,40.4,-,"18,882",30.2,7,2015
University of Florence,18.1,37.4,17.3,60.8,35.4,-,"54,290",17.2,7,2015
University of Graz,23.7,64.8,17.3,55.1,30.2,-,"20,584",26.8,12,2015
University of Hertfordshire,16.2,74.9,10.9,65,29.6,-,"19,665",19.4,27,2015
University of Lisbon,30.1,46.8,22.8,44.8,33.9,-,"47,849",17.5,9,2015
University of LiÌ¬ge,25.9,69.1,18.4,44.6,70.4,-,"20,951",25.9,23,2015
University of Minho,20.2,49.7,16.2,60.6,44.5,-,"19,090",18.8,9,2015
University of Missouri,31.7,29.6,22,46.6,31.2,-,"29,885",14.1,5,2015
University of Navarra,29.5,46.2,22.3,41.7,90.2,-,"11,259",10.6,16,2015
University of Portsmouth,16.1,73.3,10.6,61.6,29.2,-,"20,161",19.1,23,2015
University of Rome III,19.3,48,11.8,62.1,37.7,-,"36,353",61.2,5,2015
University of Seoul,21,34.3,20.2,63.3,29.1,-,"10,243",19,3,2015
University of Turku,24.3,46.3,21.8,47.7,32.1,-,"12,326",14.6,5,2015
University of Vermont,26.8,21,19.4,57.5,-,-,,,0,2015
University of Waikato,18.6,80.3,17,50,50,-,"10,159",17,25,2015
Vrije Universiteit Brussel,31.2,54.5,17.9,48.1,44.8,-,"9,020",17.1,16,2015
Waseda University,25.5,43.1,16.3,55.5,32.6,-,"52,316",16.9,8,2015
Washington State University,28.5,36,27.5,44.2,54.5,-,"24,550",18.3,7,2015
Western Sydney University,17.8,50.1,22.4,58.7,30.4,-,"30,704",32.2,9,2015
Wuhan University,34.1,33.1,17.4,48.5,85.9,-,"46,227",14.4,7,2015
Wuhan University of Technology,16.2,21.4,8,75.8,57.8,-,"50,260",14.9,2,2015
California Institute of Technology,95.6,64,97.6,99.8,97.8,95.2,"2,243",6.9,27,2016
University of Oxford,86.5,94.4,98.9,98.8,73.1,94.2,"19,919",11.6,34,2016
Stanford University,92.5,76.3,96.2,99.9,63.3,93.9,"15,596",7.8,22,2016
University of Cambridge,88.2,91.5,96.7,97,55,92.8,"18,812",11.8,34,2016
Massachusetts Institute of Technology,89.4,84,88.6,99.7,95.4,92,"11,074",9,33,2016
Harvard University,83.6,77.2,99,99.8,45.2,91.6,"20,152",8.9,25,2016
Princeton University,85.1,78.5,91.9,99.3,52.1,90.1,"7,929",8.4,27,2016
Imperial College London,83.3,96,88.5,96.7,53.7,89.1,"15,060",11.7,51,2016
ETH Zurich ‰ÛÒ Swiss Federal Institute of Technology Zurich,77,97.9,95,91.1,80,88.3,"18,178",14.7,37,2016
University of Chicago,85.7,65,88.9,99.2,36.6,87.9,"14,221",6.9,21,2016
Johns Hopkins University,77.6,70,90.4,98.2,100,87.6,"15,128",3.6,23,2016
Yale University,86.5,64.3,87.8,97.2,43.3,87.4,"11,751",4.4,20,2016
"University of California, Berkeley",80.4,61.9,91.1,99.7,47.9,87.2,"36,186",16.4,15,2016
University College London,78.1,94.4,91,94.2,40.5,87.1,"26,607",10.7,46,2016
Columbia University,85.9,73.5,82.2,98.1,-,86.1,"25,055",5.9,28,2016
"University of California, Los Angeles",80.8,56.4,88.6,98.5,47.9,85.8,"38,206",10.3,15,2016
University of Pennsylvania,82,49.5,86.9,98.6,47.9,85.2,"20,376",6.5,20,2016
Cornell University,77.9,63.9,86.1,97.2,33.7,84,"21,424",10.2,19,2016
University of Toronto,75.9,77.8,89.3,90.9,49.1,83.9,"66,198",19.5,15,2016
Duke University,76,56.5,78,99,100,82.7,"15,172",4.8,17,2016
University of Michigan,76.8,53.7,85.2,94.4,56.3,82.4,"41,786",9,16,2016
Carnegie Mellon University,67.4,57.1,88.8,99.1,57.5,82.3,"11,885",13.1,35,2016
London School of Economics and Political Science,69.8,93.6,80.6,94.3,32.2,81.3,,,0,2016
University of Edinburgh,68.6,89.8,77.2,96.3,36.1,80.3,"25,774",14.1,36,2016
Northwestern University,69.8,53.9,78.4,96.5,81.2,79.5,"18,334",13.8,15,2016
National University of Singapore,71.7,96.2,84.5,79.4,49.8,79.2,"31,592",15.5,34,2016
King‰Ûªs College London,64.5,93.8,75.8,93.8,40.1,78.2,"21,394",11.4,37,2016
Karolinska Institute,60.6,73.1,81.1,92.2,75.8,77.5,"7,774",11.5,22,2016
LMU Munich,70.5,62.8,77.4,85.7,100,77.3,"35,691",15.5,13,2016
New York University,74.7,49.3,72.3,95.3,30.4,77.2,"42,056",6.8,19,2016
Ìäcole Polytechnique FÌ©dÌ©rale de Lausanne,61.3,98.6,67.5,94.6,65.4,76.1,"9,666",10.5,54,2016
University of Washington,67.1,51.2,70,98.6,43.1,75.6,"44,020",11.8,13,2016
University of Melbourne,62,87.1,75.5,86.6,64.6,75.4,"40,128",23.7,35,2016
University of British Columbia,60.2,90.5,73.2,91.5,42.6,75.3,"50,152",17.6,25,2016
KU Leuven,59.9,68.6,76.9,87.3,100,74.8,"42,503",41.9,18,2016
University of Illinois at Urbana-Champaign,64.5,45.8,81.2,86.8,52.8,74.5,"42,727",18.7,20,2016
Heidelberg University,68.8,62.8,69.6,88.2,68.2,74.4,"28,881",24.5,17,2016
McGill University,66.1,85.5,72.1,78.9,40.3,72.6,"31,326",13.7,23,2016
"University of California, San Diego",56.9,42.9,69.8,98.7,56.7,72.2,"27,233",6.5,11,2016
"University of California, Santa Barbara",52.6,61.5,66,99.2,90.4,72.2,"22,020",27.3,11,2016
Georgia Institute of Technology,57.8,71.5,72.7,86,73.7,72.1,"19,967",20.1,26,2016
Peking University,77.8,49.2,72.4,69.1,100,72,"40,148",8.3,14,2016
University of Tokyo,81.4,30.3,83,60.9,50.8,71.1,"26,199",5.7,10,2016
"University of California, Davis",60.1,58.4,72.7,84.3,57.3,71,"35,364",13.9,13,2016
University of Hong Kong,64.6,99.5,72.8,70.1,53.7,71,"19,835",17.6,38,2016
University of Texas at Austin,59.3,31.7,69.7,92.2,63.1,70.3,"49,427",17.4,9,2016
Tsinghua University,73.3,39.5,83,58.8,100,70,"39,763",13.7,10,2016
Wageningen University and Research Center,52.6,70.3,66.9,87.8,100,70,"9,248",17,21,2016
Humboldt University of Berlin,63.7,62.6,77,73.6,36.1,69.9,"29,987",52.5,16,2016
University of Wisconsin-Madison,65.1,33,68.2,86.6,48.5,69.7,"39,655",10.8,11,2016
Brown University,62.8,57.8,55.7,96.4,31.4,69.6,"8,653",10.1,19,2016
Australian National University,54.7,93.3,77.3,72.3,48,69.5,"14,604",19.2,35,2016
Technical University of Munich,61,63.8,66,80.1,99.2,69.4,"35,565",31.5,20,2016
Ìäcole Normale SupÌ©rieure,70.6,85.5,47.7,87.1,37.1,69,"2,400",7.9,20,2016
Nanyang Technological University,48.4,94.6,61.3,85.6,99.9,68.2,"25,028",16.2,33,2016
University of Manchester,58.4,87,66,77.3,42,68.1,"34,938",15.3,34,2016
University of Sydney,54.3,84.4,68.1,77.5,72.4,68.1,"41,868",20.2,28,2016
University of Amsterdam,52.2,66.5,64.7,87.4,62.8,67.8,"24,570",14.4,11,2016
Hong Kong University of Science and Technology,49.4,80.5,66.1,82.6,68.1,67.2,"11,385",23.8,36,2016
The University of Queensland,49.2,89.3,62.8,82.4,76.7,67,"34,718",32.7,27,2016
Washington University in St Louis,54.3,44.9,55.6,99.2,33.5,67,"12,528",5.7,17,2016
Utrecht University,48.1,55.8,64.3,88.1,89.1,66.6,"30,779",15.4,7,2016
University of North Carolina at Chapel Hill,58,39,54.5,95.9,39.4,66.4,"26,518",7.3,8,2016
Boston University,57.8,51,49.5,97.7,30.3,66.1,"24,789",8.6,17,2016
Delft University of Technology,55,84,73.8,61.5,100,65.9,"15,920",19.4,25,2016
University of Minnesota,53.5,35.3,61,88,98.5,65.9,"46,825",18,13,2016
Leiden University,50.5,64.3,63.1,85.2,49.8,65.7,"21,222",17.1,10,2016
University of Southern California,49.3,56.3,58.9,93,38,65.5,"36,534",12.9,20,2016
University of Bristol,47.6,82.4,51.6,91.2,40,64.3,"17,906",14,25,2016
Durham University,47.9,86.4,51.9,87.7,34.4,63.6,"15,489",15.7,24,2016
Erasmus University Rotterdam,37.2,76.1,55.2,95.6,54.6,63.5,"20,580",18.9,18,2016
Free University of Berlin,57.9,69.2,72.2,60.2,35.1,63.2,"33,062",39.3,20,2016
Monash University,48.1,87.6,58.5,73.3,79.7,62.5,"50,882",40.5,36,2016
University of Groningen,43.3,63.9,56.9,84,92.4,62.4,"24,556",25.6,12,2016
Pennsylvania State University,50.4,40.8,61.9,80.5,56.2,62.3,"44,501",12.4,12,2016
University of Glasgow,41.6,85.8,48.3,92.3,31.6,61.9,"22,616",16,29,2016
University of Helsinki,48.4,51.8,60.4,82.1,31.6,61.9,"23,505",15.1,6,2016
University of TÌ_bingen,47,58.2,59.8,79.3,59.2,61.7,"28,327",38.9,12,2016
University of Pittsburgh,50.6,33.9,50.3,92.3,39.3,61.5,"26,485",5.8,10,2016
University of Warwick,47.4,90.3,53.1,78.2,37.7,61.3,"18,529",16.6,37,2016
Uppsala University,44.1,59.6,61,80.9,39.5,61.2,"25,266",18.2,12,2016
University of Copenhagen,49.8,83.3,42.7,86.2,45,61,"27,545",4.1,19,2016
